,0,class_label,target_label
1777,0.921,1,1
1778,0.991,1,1
1779,0.249,1,1
1780,0.459,1,1
1781,0.364,1,1
1782,0.707,1,1
1783,0.886,1,1
1784,0.355,1,1
1785,0.303,1,1
1786,0.82,1,1
1787,0.996,1,1
1788,0.957,1,1
1789,0.959,1,1
1790,0.35,1,1
1791,0.989,1,1
1792,0.999,1,1
1793,0.869,1,1
1794,0.689,1,1
1795,0.342,1,1
1796,1.0,1,1
1797,0.951,1,1
1798,0.597,1,1
1799,0.317,1,1
1800,0.964,1,1
1801,0.579,1,1
1802,0.998,1,1
1803,0.998,1,1
1804,0.924,1,1
1805,0.634,1,1
1806,1.0,1,1
1807,1.0,1,1
1808,0.83,1,1
1809,0.592,1,1
1810,0.969,1,1
1811,0.958,1,1
1812,0.995,1,1
1813,1.0,1,1
1814,0.701,1,1
1815,0.256,1,1
1816,1.0,1,1
1817,0.275,1,1
1818,0.972,1,1
1819,0.315,1,1
1820,0.304,1,1
1821,1.0,1,1
1822,0.433,1,1
1823,1.0,1,1
1824,0.806,1,1
1825,0.98,1,1
1826,0.206,1,1
1827,0.81,1,1
1828,1.0,1,1
1829,0.844,1,1
1830,0.567,1,1
1831,0.17,1,1
1832,0.996,1,1
1833,0.842,1,1
1834,0.852,1,1
1835,1.0,1,1
1836,1.0,1,1
1837,0.903,1,1
1838,1.0,1,1
1839,0.238,1,1
1840,0.565,1,1
1841,0.192,1,1
1842,0.424,1,1
1843,0.678,1,1
1844,0.435,1,1
1845,0.851,1,1
1846,0.553,1,1
1847,0.676,1,1
1848,1.0,1,1
1849,0.641,1,1
1850,0.499,1,1
1851,0.745,1,1
1852,0.133,1,1
1853,0.983,1,1
1854,0.254,1,1
1855,0.923,1,1
1856,1.0,1,1
1857,1.0,1,1
1858,0.662,1,1
1859,1.0,1,1
1860,0.967,1,1
1861,0.938,1,1
1862,0.644,1,1
1863,0.568,1,1
1864,0.325,1,1
1865,0.213,1,1
1866,0.637,1,1
1867,0.557,1,1
1868,0.991,1,1
1869,0.719,1,1
1870,0.933,1,1
1871,0.493,1,1
1872,0.952,1,1
1873,0.899,1,1
1874,0.294,1,1
1875,1.0,1,1
1876,0.829,1,1
1877,0.061,1,1
1878,0.933,1,1
1879,0.725,1,1
1880,1.0,1,1
1881,0.883,1,1
1882,1.0,1,1
1883,0.989,1,1
1884,0.448,1,1
1885,0.739,1,1
1886,0.999,1,1
1887,1.0,1,1
1888,0.931,1,1
1889,0.791,1,1
1890,0.819,1,1
1891,0.308,1,1
1892,0.271,1,1
1893,0.732,1,1
1894,0.892,1,1
1895,0.246,1,1
1896,0.892,1,1
1897,0.251,1,1
1898,0.998,1,1
1899,0.248,1,1
1900,0.669,1,1
1901,0.994,1,1
1902,0.803,1,1
1903,1.0,1,1
1904,0.99,1,1
1905,0.99,1,1
1906,0.5,1,1
1907,0.97,1,1
1908,0.888,1,1
1909,0.937,1,1
1910,0.508,1,1
1911,0.839,1,1
1912,0.103,1,1
1913,0.926,1,1
1914,1.0,1,1
1915,0.838,1,1
1916,0.731,1,1
1917,0.878,1,1
1918,0.994,1,1
1919,0.989,1,1
1920,0.948,1,1
1921,0.725,1,1
1922,0.974,1,1
1923,0.264,1,1
1924,0.741,1,1
1925,0.859,1,1
1926,0.43,1,1
1927,0.635,1,1
1928,0.931,1,1
1929,0.204,1,1
1930,0.769,1,1
1931,0.79,1,1
1932,0.548,1,1
1933,0.573,1,1
1934,0.514,1,1
1935,0.874,1,1
1936,0.989,1,1
1937,0.949,1,1
1938,0.215,1,1
1939,0.444,1,1
1940,1.0,1,1
1941,0.325,1,1
1942,0.996,1,1
1943,0.508,1,1
1944,0.162,1,1
1945,0.678,1,1
1946,0.994,1,1
1947,0.354,1,1
1948,0.851,1,1
1949,0.347,1,1
1950,0.893,1,1
1951,0.844,1,1
1952,0.77,1,1
1953,0.997,1,1
1954,0.86,1,1
1955,1.0,1,1
1956,0.217,1,1
1957,0.35,1,1
1958,0.773,1,1
1959,0.965,1,1
1960,0.99,1,1
1961,0.663,1,1
1962,0.965,1,1
1963,0.107,1,1
1964,0.984,1,1
1965,0.99,1,1
1966,0.997,1,1
1967,1.0,1,1
1968,0.16,1,1
1969,0.217,1,1
1970,0.835,1,1
1971,0.872,1,1
1972,0.461,1,1
1973,0.961,1,1
1974,0.999,1,1
1975,0.326,1,1
1976,0.48,1,1
1977,0.0,0,1
1978,0.656,1,1
1979,0.976,1,1
1980,0.987,1,1
1981,1.0,1,1
1982,0.854,1,1
1983,0.819,1,1
1984,0.599,1,1
1985,0.999,1,1
1986,0.911,1,1
1987,0.93,1,1
1988,0.985,1,1
1989,0.411,1,1
1990,0.815,1,1
1991,0.44,1,1
1992,0.836,1,1
1993,0.987,1,1
1994,0.315,1,1
1995,0.351,1,1
1996,0.639,1,1
1997,0.402,1,1
1998,0.277,1,1
1999,0.814,1,1
2000,0.99,1,1
2001,0.999,1,1
2002,0.989,1,1
2003,0.68,1,1
2004,0.3,1,1
2005,0.612,1,1
2006,0.243,1,1
2007,0.408,1,1
2008,0.985,1,1
2009,0.328,1,1
2010,0.725,1,1
2011,0.579,1,1
2012,0.211,1,1
2013,0.379,1,1
2014,0.673,1,1
2015,0.575,1,1
2016,0.999,1,1
2017,0.927,1,1
2018,1.0,1,1
2019,0.961,1,1
2020,0.781,1,1
2021,0.982,1,1
2022,0.647,1,1
2023,0.989,1,1
2024,0.984,1,1
2025,1.0,1,1
2026,0.952,1,1
2027,0.569,1,1
2028,1.0,1,1
2029,0.34,1,1
2030,0.899,1,1
2031,0.627,1,1
2032,0.315,1,1
2033,0.957,1,1
2034,0.854,1,1
2035,0.976,1,1
2036,0.951,1,1
2037,1.0,1,1
2038,0.97,1,1
2039,0.759,1,1
2040,0.458,1,1
2041,0.088,1,1
2042,0.996,1,1
2043,0.461,1,1
2044,0.804,1,1
2045,0.557,1,1
2046,0.976,1,1
2047,0.933,1,1
2048,0.992,1,1
2049,0.917,1,1
2050,0.998,1,1
2051,0.368,1,1
2052,0.928,1,1
2053,0.578,1,1
2054,0.995,1,1
2055,0.147,1,1
2056,0.38,1,1
2057,0.884,1,1
2058,1.0,1,1
2059,0.274,1,1
2060,0.667,1,1
2061,0.991,1,1
2062,0.513,1,1
2063,1.0,1,1
2064,0.927,1,1
2065,1.0,1,1
2066,0.999,1,1
2067,0.995,1,1
2068,0.495,1,1
2069,0.994,1,1
2070,0.654,1,1
2071,1.0,1,1
2072,0.985,1,1
2073,1.0,1,1
2074,0.399,1,1
2075,0.678,1,1
2076,0.53,1,1
2077,0.95,1,1
2078,0.995,1,1
2079,0.742,1,1
2080,0.84,1,1
2081,0.53,1,1
2082,1.0,1,1
2083,0.999,1,1
2084,0.949,1,1
2085,0.428,1,1
2086,0.989,1,1
2087,0.914,1,1
2088,1.0,1,1
2089,0.991,1,1
2090,0.944,1,1
2091,0.985,1,1
2092,0.567,1,1
2093,0.98,1,1
2094,0.596,1,1
2095,1.0,1,1
2096,0.792,1,1
2097,0.614,1,1
2098,0.988,1,1
2099,0.712,1,1
2100,0.96,1,1
2101,0.83,1,1
2102,0.638,1,1
2103,0.888,1,1
2104,0.825,1,1
2105,0.32,1,1
2106,0.096,1,1
2107,0.81,1,1
2108,0.932,1,1
2109,0.994,1,1
2110,0.978,1,1
2111,0.338,1,1
2112,0.919,1,1
2113,0.791,1,1
2114,0.824,1,1
2115,0.591,1,1
2116,0.733,1,1
2117,0.877,1,1
2118,0.788,1,1
2119,0.997,1,1
2120,1.0,1,1
2121,0.715,1,1
2122,0.696,1,1
2123,1.0,1,1
2124,1.0,1,1
2125,0.384,1,1
2126,0.649,1,1
2127,0.964,1,1
2128,0.954,1,1
2129,0.7,1,1
2130,0.67,1,1
2131,0.963,1,1
2132,0.535,1,1
2133,0.614,1,1
2134,0.356,1,1
2135,0.841,1,1
2136,0.703,1,1
2137,0.881,1,1
2138,0.516,1,1
2139,0.583,1,1
2140,0.308,1,1
2141,0.875,1,1
2142,0.2,1,1
2143,0.527,1,1
2144,0.966,1,1
2145,0.229,1,1
2146,0.971,1,1
2147,0.653,1,1
2148,0.927,1,1
2149,0.653,1,1
2150,0.76,1,1
2151,0.684,1,1
2152,0.657,1,1
2153,0.985,1,1
2154,0.994,1,1
2155,0.941,1,1
2156,0.418,1,1
2157,0.563,1,1
2158,0.606,1,1
2159,1.0,1,1
2160,0.705,1,1
2161,0.913,1,1
2162,0.891,1,1
2163,0.637,1,1
2164,0.712,1,1
2165,0.826,1,1
2166,0.436,1,1
2167,0.869,1,1
2168,0.796,1,1
2169,0.993,1,1
2170,1.0,1,1
2171,0.617,1,1
2172,1.0,1,1
2173,1.0,1,1
2174,0.196,1,1
2175,0.947,1,1
2176,0.946,1,1
2177,0.517,1,1
2178,0.715,1,1
2179,0.449,1,1
2180,0.777,1,1
2181,0.432,1,1
2182,0.999,1,1
2183,0.145,1,1
2184,0.934,1,1
2185,1.0,1,1
2186,0.925,1,1
2187,0.792,1,1
2188,1.0,1,1
2189,0.652,1,1
2190,0.996,1,1
2191,0.488,1,1
2192,0.197,1,1
2193,0.972,1,1
2194,0.953,1,1
2195,0.999,1,1
2196,0.267,1,1
2197,0.665,1,1
2198,0.419,1,1
2199,0.673,1,1
2200,0.997,1,1
2201,0.803,1,1
2202,0.953,1,1
2203,0.373,1,1
2204,0.911,1,1
2205,0.47,1,1
2206,0.475,1,1
2207,1.0,1,1
2208,0.433,1,1
2209,1.0,1,1
2210,0.999,1,1
2211,0.806,1,1
2212,1.0,1,1
2213,0.908,1,1
2214,0.992,1,1
2215,0.901,1,1
2216,0.445,1,1
2217,1.0,1,1
2218,0.552,1,1
2219,0.753,1,1
2220,0.457,1,1
2221,0.757,1,1
2222,0.999,1,1
2223,1.0,1,1
2224,0.377,1,1
2225,1.0,1,1
2226,0.768,1,1
2227,0.356,1,1
2228,0.98,1,1
2229,0.997,1,1
2230,0.306,1,1
2231,0.902,1,1
2232,0.341,1,1
2233,0.894,1,1
2234,1.0,1,1
2235,1.0,1,1
2236,0.913,1,1
2237,1.0,1,1
2238,0.335,1,1
2239,0.989,1,1
2240,0.636,1,1
2241,0.98,1,1
2242,0.702,1,1
2243,0.85,1,1
2244,0.939,1,1
2245,0.776,1,1
2246,0.917,1,1
2247,0.945,1,1
2248,0.408,1,1
2249,0.999,1,1
2250,0.961,1,1
2251,0.37,1,1
2252,0.772,1,1
2253,1.0,1,1
2254,1.0,1,1
2255,0.922,1,1
2256,0.564,1,1
2257,0.493,1,1
2258,0.92,1,1
2259,0.178,1,1
2260,0.876,1,1
2261,0.96,1,1
2262,1.0,1,1
2263,0.893,1,1
2264,1.0,1,1
2265,0.91,1,1
2266,0.609,1,1
2267,0.683,1,1
2268,0.178,1,1
2269,0.567,1,1
2270,0.449,1,1
2271,0.305,1,1
2272,0.866,1,1
2273,0.891,1,1
2274,0.58,1,1
2275,0.706,1,1
2276,0.915,1,1
2277,0.768,1,1
2278,0.452,1,1
2279,0.999,1,1
2280,0.178,1,1
2281,0.225,1,1
2282,0.996,1,1
2283,0.977,1,1
2284,0.923,1,1
2285,0.828,1,1
2286,0.999,1,1
2287,0.896,1,1
2288,0.786,1,1
2289,0.869,1,1
2290,0.647,1,1
2291,0.173,1,1
2292,0.736,1,1
2293,0.749,1,1
2294,0.175,1,1
2295,0.986,1,1
2296,1.0,1,1
2297,0.456,1,1
2298,0.462,1,1
2299,0.828,1,1
2300,0.236,1,1
2301,0.902,1,1
2302,0.605,1,1
2303,0.204,1,1
2304,0.497,1,1
2305,0.806,1,1
2306,0.935,1,1
2307,1.0,1,1
2308,0.971,1,1
2309,0.681,1,1
2310,1.0,1,1
2311,0.291,1,1
2312,0.981,1,1
2313,0.127,1,1
2314,0.917,1,1
2315,0.96,1,1
2316,0.842,1,1
2317,0.569,1,1
2318,0.957,1,1
2319,0.949,1,1
2320,0.895,1,1
2321,0.243,1,1
2322,0.608,1,1
2323,0.906,1,1
2324,0.88,1,1
2325,1.0,1,1
2326,0.594,1,1
2327,0.983,1,1
2328,0.23,1,1
2329,0.33,1,1
2330,0.429,1,1
2331,0.955,1,1
2332,0.955,1,1
2333,0.402,1,1
2334,0.699,1,1
2335,0.233,1,1
2336,0.515,1,1
2337,0.426,1,1
2338,0.886,1,1
2339,0.292,1,1
2340,0.919,1,1
2341,0.776,1,1
2342,0.82,1,1
2343,0.63,1,1
2344,0.292,1,1
2345,0.809,1,1
2346,0.228,1,1
2347,0.961,1,1
2348,1.0,1,1
2349,0.512,1,1
2350,0.428,1,1
2351,1.0,1,1
2352,0.995,1,1
2353,0.293,1,1
2354,0.724,1,1
2355,1.0,1,1
2356,1.0,1,1
2357,1.0,1,1
2358,1.0,1,1
2359,0.673,1,1
2360,0.93,1,1
2361,0.998,1,1
2362,0.948,1,1
2363,0.871,1,1
2364,0.809,1,1
2365,0.746,1,1
2366,0.458,1,1
2367,0.952,1,1
2368,0.0,0,1
2369,0.786,1,1
2370,0.543,1,1
2371,0.953,1,1
2372,0.92,1,1
2373,0.256,1,1
2374,1.0,1,1
2375,1.0,1,1
2376,0.876,1,1
2377,0.989,1,1
2378,0.944,1,1
2379,0.982,1,1
2380,1.0,1,1
2381,0.987,1,1
2382,0.868,1,1
2383,0.975,1,1
2384,0.907,1,1
2385,0.467,1,1
2386,1.0,1,1
2387,0.984,1,1
2388,0.994,1,1
2389,0.999,1,1
2390,1.0,1,1
2391,0.589,1,1
2392,0.996,1,1
2393,0.395,1,1
2394,1.0,1,1
2395,0.38,1,1
2396,0.912,1,1
2397,0.794,1,1
2398,0.964,1,1
2399,0.852,1,1
2400,0.949,1,1
2401,0.658,1,1
2402,0.968,1,1
2403,0.999,1,1
2404,0.439,1,1
2405,1.0,1,1
2406,0.35,1,1
2407,0.894,1,1
2408,0.384,1,1
2409,0.375,1,1
2410,0.509,1,1
2411,0.968,1,1
2412,0.934,1,1
2413,0.795,1,1
2414,0.699,1,1
2415,0.997,1,1
2416,0.825,1,1
2417,0.631,1,1
2418,0.91,1,1
2419,1.0,1,1
2420,0.945,1,1
2421,0.749,1,1
2422,0.947,1,1
2423,0.999,1,1
2424,0.156,1,1
2425,0.451,1,1
2426,0.712,1,1
2427,0.317,1,1
2428,0.568,1,1
2429,0.934,1,1
2430,0.949,1,1
2431,0.815,1,1
2432,0.999,1,1
2433,0.81,1,1
2434,0.595,1,1
2435,0.918,1,1
2436,0.941,1,1
2437,0.955,1,1
2438,0.894,1,1
2439,0.64,1,1
2440,0.376,1,1
2441,0.653,1,1
2442,0.961,1,1
2443,0.882,1,1
2444,0.622,1,1
2445,0.322,1,1
2446,0.986,1,1
2447,0.761,1,1
2448,0.935,1,1
2449,0.983,1,1
2450,0.888,1,1
2451,0.147,1,1
2452,0.31,1,1
2453,0.811,1,1
2454,0.375,1,1
2455,0.97,1,1
2456,0.993,1,1
2457,1.0,1,1
2458,0.888,1,1
2459,0.869,1,1
2460,0.681,1,1
2461,0.799,1,1
2462,0.771,1,1
2463,0.779,1,1
2464,0.0,0,1
2465,0.193,1,1
2466,0.982,1,1
2467,0.998,1,1
2468,0.406,1,1
2469,0.707,1,1
2470,0.718,1,1
2471,0.288,1,1
2472,0.353,1,1
2473,0.179,1,1
2474,0.968,1,1
2475,1.0,1,1
2476,0.999,1,1
2477,1.0,1,1
2478,0.973,1,1
2479,0.896,1,1
2480,0.361,1,1
2481,1.0,1,1
2482,1.0,1,1
2483,0.985,1,1
2484,0.467,1,1
2485,0.858,1,1
2486,0.913,1,1
2487,0.968,1,1
2488,1.0,1,1
2489,0.963,1,1
2490,0.423,1,1
2491,0.739,1,1
2492,0.362,1,1
2493,0.996,1,1
2494,0.974,1,1
2495,0.421,1,1
2496,0.493,1,1
2497,0.097,1,1
2498,0.998,1,1
2499,0.931,1,1
2500,0.792,1,1
2501,0.881,1,1
2502,0.997,1,1
2503,0.682,1,1
2504,0.753,1,1
2505,0.397,1,1
2506,0.794,1,1
2507,0.512,1,1
2508,0.442,1,1
2509,0.706,1,1
2510,0.994,1,1
2511,1.0,1,1
2512,1.0,1,1
2513,0.663,1,1
2514,0.828,1,1
2515,0.605,1,1
2516,0.983,1,1
2517,0.412,1,1
2518,0.585,1,1
2519,1.0,1,1
2520,0.825,1,1
2521,0.99,1,1
2522,1.0,1,1
2523,0.942,1,1
2524,0.947,1,1
2525,0.973,1,1
2526,0.526,1,1
2527,1.0,1,1
2528,0.486,1,1
2529,0.0,0,1
2530,0.317,1,1
2531,0.999,1,1
2532,0.804,1,1
2533,0.884,1,1
2534,0.87,1,1
2535,0.531,1,1
2536,0.102,1,1
2537,0.553,1,1
2538,0.958,1,1
2539,0.986,1,1
2540,0.199,1,1
2541,0.875,1,1
2542,0.669,1,1
2543,0.695,1,1
2544,0.87,1,1
2545,0.927,1,1
2546,0.99,1,1
2547,0.826,1,1
2548,0.466,1,1
2549,0.57,1,1
2550,0.822,1,1
2551,0.994,1,1
2552,0.996,1,1
2553,0.983,1,1
2554,0.985,1,1
2555,0.927,1,1
2556,0.99,1,1
2557,1.0,1,1
2558,0.493,1,1
2559,0.558,1,1
2560,1.0,1,1
2561,0.571,1,1
2562,0.295,1,1
2563,0.85,1,1
2564,0.392,1,1
2565,0.451,1,1
2566,0.948,1,1
2567,0.965,1,1
2568,0.998,1,1
2569,0.549,1,1
2570,0.638,1,1
2571,0.893,1,1
2572,0.955,1,1
2573,0.15,1,1
2574,0.954,1,1
2575,0.998,1,1
2576,0.957,1,1
2577,0.976,1,1
2578,0.989,1,1
2579,0.304,1,1
2580,1.0,1,1
2581,0.5,1,1
2582,0.657,1,1
2583,0.744,1,1
2584,0.327,1,1
2585,0.506,1,1
2586,0.985,1,1
2587,1.0,1,1
2588,0.838,1,1
2589,0.747,1,1
2590,0.76,1,1
2591,1.0,1,1
2592,0.945,1,1
2593,0.975,1,1
2594,0.91,1,1
2595,0.526,1,1
2596,0.989,1,1
2597,0.46,1,1
2598,0.221,1,1
2599,0.885,1,1
2600,0.689,1,1
2601,0.957,1,1
2602,0.941,1,1
2603,0.994,1,1
2604,0.916,1,1
2605,1.0,1,1
2606,0.204,1,1
2607,0.838,1,1
2608,0.757,1,1
2609,0.667,1,1
2610,0.95,1,1
2611,0.791,1,1
2612,0.329,1,1
2613,0.796,1,1
2614,0.998,1,1
2615,0.989,1,1
2616,0.632,1,1
2617,1.0,1,1
2618,0.944,1,1
2619,0.188,1,1
2620,0.242,1,1
2621,0.778,1,1
2622,0.442,1,1
2623,1.0,1,1
2624,0.533,1,1
2625,0.627,1,1
2626,0.216,1,1
2627,0.999,1,1
2628,0.997,1,1
2629,0.996,1,1
2630,0.987,1,1
2631,0.876,1,1
2632,0.955,1,1
2633,0.991,1,1
2634,0.901,1,1
2635,0.527,1,1
2636,0.308,1,1
2637,0.469,1,1
2638,0.952,1,1
2639,0.32,1,1
